#{"t_start": 1776329272.3720527, "env_id": "None"}
r,l,t
-47.784461,24,1605.567889
-54.864129,28,1605.74743
-63.232469,38,1605.987691
-52.732363,27,1606.155584
-46.936334,23,1606.309678
-45.259542,22,1606.451491
-45.146189,22,1606.586907
-44.626899,25,1606.741202
-42.354153,21,1606.883806
-49.848543,25,1607.045453
-54.271942,27,1607.212301
-42.279579,20,1607.326744
-45.009236,22,1607.467571
-43.578881,22,1607.610748
-43.927732,22,1607.74371
-41.072703,21,1607.872159
-43.854295,22,1608.014722
-44.49268,23,1608.164135
-52.401966,26,1608.32425
-42.301367,21,1608.455283
-42.481223,21,1608.599407
-46.733712,23,1608.743201
-45.553634,22,1608.878989
-45.062241,23,1609.014544
-40.425602,21,1609.156825
-44.015629,21,1609.338579
-46.691953,26,1609.49447
-45.501151,22,1609.624621
-46.861787,24,1609.775438
-44.353217,22,1609.915317
-43.369786,23,1610.088548
-43.691293,22,1610.230342
-43.820649,22,1610.374007
-45.314575,22,1610.518281
-43.901263,22,1610.656209
-45.174462,22,1610.788875
-45.533272,23,1610.940018
-45.437807,22,1611.081706
-40.846401,21,1611.208025
-43.670556,22,1611.341485
-47.043075,23,1611.488277
-46.244102,23,1611.636252
-43.085732,21,1611.76214
-46.986842,23,1611.902818
-45.375281,22,1612.052976
-46.873098,23,1612.20004
-47.059868,23,1612.340242
-45.217029,23,1612.477229
-46.056295,22,1612.617133
-47.339859,23,1612.764485
-43.798755,22,1612.899525
-44.774522,22,1613.033448
-42.479486,21,1613.166205
-42.282453,21,1613.304085
-55.805467,28,1613.474664
-43.735193,22,1613.605547
-45.243296,22,1613.744196
-46.57425,23,1613.893451
-52.993255,27,1614.057241
-42.153562,21,1614.182226
-45.938152,22,1614.321966
-43.732393,22,1614.519856
-50.049155,26,1614.675283
-45.835961,22,1614.807034
-46.800035,26,1614.98381
-45.140957,22,1615.120624
-47.023019,23,1615.261756
-43.717579,22,1615.401093
-43.555197,22,1615.549062
-45.788709,22,1615.707226
-43.589456,22,1615.842175
-46.536993,23,1615.979292
-43.543711,22,1616.125913
-42.351679,21,1616.261347
-45.041725,22,1616.397501
-44.448095,24,1616.545285
-41.906328,21,1616.679824
-45.264992,22,1616.823967
-44.136471,21,1616.951931
-43.567826,22,1617.091422
-45.641595,24,1617.26036
-54.659493,29,1617.442394
-40.831931,20,1617.563272
-46.149934,23,1617.701501
-64.941959,40,1617.961521
-43.732882,22,1618.098551
-45.613914,22,1618.28254
-45.143272,22,1618.437466
-53.088973,27,1618.613505
-54.015606,27,1618.78208
-44.533982,22,1618.919372
-45.155844,22,1619.053021
-43.365115,23,1619.200795
-46.223535,23,1619.348354
-42.14141,21,1619.474639
-46.182885,23,1619.613897
-44.052625,22,1619.753314
-45.453088,22,1619.945189
-43.735967,22,1620.082417
-47.915186,24,1620.226762
-53.035632,26,1620.403167
-45.440755,22,1620.536572
-44.961714,23,1620.706801
-43.289969,22,1620.839998
-45.326418,22,1620.984994
-45.487636,22,1621.126529
-40.889595,21,1621.254196
-42.187654,21,1621.386569
-45.289789,22,1621.525781
-45.409765,22,1621.672863
-43.7291,22,1621.807781
-48.970258,26,1621.964937
-59.559791,29,1622.173082
-46.858708,23,1622.312918
-53.115476,27,1622.480764
-53.198993,27,1622.648362
-45.575668,22,1622.785581
-45.841084,22,1622.92863
-46.668028,23,1623.069581
-45.76853,23,1623.209225
-46.964533,23,1623.35992
-45.531379,22,1623.49548
-43.877859,21,1623.627752
-43.801423,22,1623.774136
-43.700216,22,1623.927054
-40.989893,21,1624.060143
-43.671667,22,1624.196784
-42.57408,21,1624.321598
-46.938796,23,1624.485729
-44.31373,22,1624.62677
-49.945068,26,1624.788776
-52.263431,27,1624.957772
-44.853987,22,1625.103116
-43.474653,23,1625.293548
-42.14824,21,1625.424853
-42.52739,21,1625.551552
-43.595045,22,1625.695499
-45.382013,22,1625.835557
-43.890729,22,1625.969933
-43.580071,22,1626.1015
-50.385884,26,1626.268738
-59.448657,30,1626.455671
-43.498759,22,1626.586279
-44.779005,22,1626.807119
-43.719662,23,1626.957628
-43.53832,22,1627.121976
-45.307936,23,1627.26161
-43.086551,22,1627.398334
-42.551347,21,1627.539144
-45.15031,22,1627.700357
-43.662713,22,1627.834084
-44.383859,22,1627.969137
-46.651049,24,1628.121998
-56.377151,27,1628.285694
-43.103386,22,1628.417931
-42.209263,21,1628.5408
-43.286086,22,1628.677835
-47.103638,23,1628.820152
-44.035985,22,1628.952276
-45.206927,23,1629.089134
-43.522961,22,1629.230412
-45.131361,21,1629.380705
-44.967925,22,1629.510604
-43.959027,22,1629.639421
-43.958146,22,1629.785097
-42.34624,21,1629.940719
-45.513641,22,1630.074198
-43.978484,22,1630.205616
-49.116578,26,1630.393182
-43.931937,22,1630.559236
-49.152528,24,1630.702375
-56.288732,28,1630.879453
-40.811748,21,1631.008494
-42.453261,22,1631.15059
-46.665654,23,1631.284492
-45.231397,23,1631.421563
-47.849229,26,1631.582527
-42.476616,20,1631.70302
-44.994243,22,1631.833345
-45.25049,24,1631.974333
-43.518082,22,1632.111991
-43.643184,22,1632.246925
-47.701247,22,1632.376089
-43.883278,22,1632.50457
-46.746339,25,1632.66343
-43.329516,22,1632.799557
-45.415067,22,1632.930229
-44.013404,22,1633.069522
-50.674102,25,1633.224272
-46.078655,23,1633.36604
-51.42252,23,1633.500777
-45.455666,23,1633.633621
-46.599746,25,1633.788147
-53.159341,26,1633.948919
-51.710872,26,1634.103643
-45.144886,22,1634.236588
-52.516161,26,1634.410776
-53.230894,27,1634.577039
-40.742804,21,1634.697546
-43.649659,22,1634.825632
-52.935119,28,1635.005579
-44.014757,22,1635.13565
-40.93777,21,1635.258354
-40.821678,21,1635.382063
-45.599674,22,1635.517812
-43.499654,22,1635.686109
-48.042679,24,1635.827898
-47.315302,22,1635.958673
-45.034714,22,1636.095408
-45.602844,23,1636.23571
-45.421471,22,1636.365917
-44.92718,22,1636.493015
-43.647308,22,1636.628077
-45.53535,22,1636.765841
-43.728923,22,1636.896442
-51.42828,27,1637.05635
-48.538156,25,1637.215316
-55.19314,29,1637.403475
-60.987041,35,1637.61975
-47.587439,24,1637.769334
-43.254541,22,1637.914268
-56.483947,28,1638.093607
-45.015682,22,1638.228623
-45.685987,22,1638.366083
-57.696355,28,1638.549556
-57.388395,33,1638.754851
-45.328185,22,1638.89633
-45.219948,22,1639.03119
-43.697783,21,1639.161558
-46.635251,23,1639.334564
-60.66737,34,1639.543552
-42.555263,21,1639.669464
-43.908803,22,1639.811872
-46.301211,23,1639.979578
-43.500822,22,1640.110384
-44.740119,22,1640.240691
-44.558938,23,1640.401173
-54.300702,27,1640.56641
-43.851517,22,1640.697106
-46.786905,23,1640.837926
-45.307722,23,1640.995239
-53.831772,27,1641.211674
-55.186479,29,1641.391905
-39.264989,20,1641.51458
-45.217113,22,1641.665194
-43.720483,22,1641.811259
-43.327018,23,1641.958051
-50.032211,25,1642.124798
-46.757065,24,1642.283553
-51.144608,26,1642.446494
-43.848688,22,1642.579864
-45.599852,22,1642.69939
-48.521737,25,1642.87851
-58.30246,29,1643.055408
-43.957437,21,1643.179462
-44.029697,22,1643.311602
-42.245482,22,1643.476087
-44.54784,23,1643.621192
-58.585395,30,1643.809617
-53.632382,28,1643.997782
-45.135783,22,1644.136528
-41.107709,21,1644.268196
-42.40225,22,1644.403156
-45.006392,22,1644.537358
-45.630939,23,1644.67892
-51.664511,26,1644.84581
-45.278355,22,1644.979896
-45.348549,21,1645.104458
-46.717404,23,1645.25598
-43.943185,21,1645.392472
-44.981421,23,1645.532146
-43.461554,22,1645.688628
-46.452437,23,1645.845452
-55.966295,34,1646.066567
-55.704352,29,1646.237273
-40.932786,20,1646.363673
-40.637272,21,1646.505785
-44.096465,22,1646.707034
-43.575575,22,1646.846878
-43.947253,22,1646.980318
-42.360299,21,1647.120589
-47.290012,23,1647.26849
-43.171348,21,1647.400161
-48.727461,23,1647.536978
-45.172618,23,1647.685508
-45.308286,22,1647.831573
-44.635495,22,1647.969066
-58.392911,25,1648.12052
-54.52931,26,1648.295304
-57.240906,29,1648.472802
-49.135603,24,1648.616473
-53.20092,27,1648.778394
-42.107698,21,1648.913947
-46.567498,23,1649.064629
-45.359361,22,1649.196788
-46.483355,23,1649.335655
-45.624395,22,1649.477662
-45.287123,22,1649.618163
-42.381146,21,1649.743835
-45.555496,22,1649.872271
-44.066537,22,1650.013052
-45.80534,22,1650.156693
-45.57415,25,1650.304523
-57.874556,29,1650.477855
-52.930501,27,1650.650534
-42.235383,21,1650.778528
-45.630067,22,1650.911929
-42.62175,21,1651.037093
-45.320151,22,1651.176919
-42.006386,21,1651.32058
-45.682171,22,1651.456564
-46.38021,23,1651.58936
-44.545583,23,1651.740655
-42.855774,22,1651.938962
-57.450021,23,1652.087542
-45.532863,22,1652.224091
-43.838715,22,1652.370742
-45.914935,22,1652.514922
-51.118801,24,1652.665401
-54.912413,27,1652.836119
-42.303228,21,1652.972409
-48.902113,23,1653.124799
-44.383714,23,1653.267852
-53.805085,26,1653.432521
-43.688891,22,1653.579101
-44.756273,22,1653.722771
-43.70348,22,1653.862704
-49.065332,26,1654.024697
-44.714878,23,1654.179384
-44.139618,22,1654.319849
-43.86424,22,1654.45854
-46.03257,24,1654.60198
-57.437119,27,1654.779527
-43.569509,22,1654.917539
-44.146587,21,1655.0438
-45.055478,22,1655.174189
-45.617236,22,1655.313277
-45.320435,22,1655.452537
-46.739064,23,1655.590541
-44.55244,23,1655.727696
-52.375742,27,1655.901756
-55.029077,28,1656.07323
-54.43277,27,1656.234181
-66.675878,41,1656.48313
-45.421575,22,1656.618482
-44.136092,22,1656.759877
-43.700182,22,1656.898693
-44.190648,23,1657.04583
-52.961684,27,1657.290966
-40.925602,20,1657.439846
-42.371742,21,1657.569594
-49.424456,25,1657.723276
-43.198141,22,1657.867619
-43.334142,23,1658.017129
-51.416538,26,1658.173259
-45.841938,23,1658.30837
-54.507703,27,1658.49174
-45.656453,22,1658.623644
-45.493535,22,1658.756572
-43.819472,22,1658.895315
-43.868788,22,1659.04239
-43.936236,22,1659.17948
-47.034006,23,1659.317594
-53.312694,27,1659.48564
-40.933753,20,1659.613343
-45.428062,22,1659.762429
-46.796638,23,1659.904961
-45.091209,22,1660.038363
-43.761554,22,1660.18027
-42.026998,21,1660.321894
-43.686974,22,1660.457796
-43.945604,22,1660.586757
-42.996466,23,1660.735594
-49.445118,24,1660.893377
-54.481516,27,1661.059464
-42.315213,21,1661.182139
-45.891861,23,1661.340963
-43.648412,22,1661.478278
-45.628105,23,1661.644491
-44.145493,22,1661.774732
-43.888213,22,1661.918653
-45.721496,24,1662.087794
-45.498838,22,1662.218439
-51.051914,26,1662.378632
-49.219435,25,1662.551882
-45.902489,23,1662.755898
-44.693683,23,1662.896783
-39.229558,20,1663.017288
-42.315822,21,1663.150242
-44.101338,21,1663.288862
-49.303773,24,1663.435975
-58.866287,29,1663.614643
-44.90656,22,1663.754515
-42.17309,21,1663.894162
-44.502677,22,1664.02624
-43.856971,22,1664.158549
-43.88639,22,1664.297291
-46.880147,23,1664.453896
-54.411804,27,1664.613899
-45.482383,22,1664.744461
-45.992786,22,1664.890603
-54.695267,28,1665.069169
-42.406204,21,1665.204546
-45.598861,22,1665.340372
-43.835774,22,1665.485958
-43.510169,23,1665.654933
-44.086633,22,1665.789237
-43.459753,23,1665.933426
-42.273694,21,1666.068563
-43.481853,23,1666.220061
-43.25158,22,1666.353653
-47.597349,22,1666.485405
-45.489816,22,1666.632444
-42.11859,21,1666.770451
-45.47812,22,1666.911344
-41.996148,21,1667.047501
-43.644997,22,1667.202013
-50.594183,27,1667.373941
-61.144376,34,1667.579204
-46.71802,23,1667.716596
-43.125787,23,1667.864823
-42.204424,21,1668.063205
-45.214606,22,1668.203495
-43.367843,22,1668.345782
-44.901147,23,1668.50105
-44.889545,22,1668.641765
-44.226234,22,1668.7815
-44.880693,22,1668.919539
-44.15811,22,1669.060194
-45.747375,22,1669.203406
-42.267763,22,1669.339866
-44.138951,22,1669.47366
-44.151672,22,1669.626732
-43.728362,22,1669.767369
-45.472599,22,1669.906347
-43.88257,22,1670.037761
-44.796211,23,1670.19004
-43.09714,22,1670.335932
-44.082412,22,1670.474066
-49.63944,25,1670.629008
-49.589233,27,1670.809786
-55.245541,28,1670.990268
-43.703314,21,1671.124591
-45.050755,22,1671.257563
-46.888462,23,1671.408748
-46.521357,23,1671.553919
-43.498319,22,1671.711679
-45.208866,23,1671.851158
-43.76858,22,1671.991268
-42.074012,21,1672.128547
-44.12697,22,1672.263288
-49.62404,26,1672.421902
-52.336493,26,1672.596778
-44.97304,22,1672.731526
-47.449174,22,1672.866933
-46.319398,23,1673.009034
-53.634551,27,1673.239277
-43.553099,22,1673.396969
-44.107721,22,1673.534278
-45.128948,22,1673.666696
-45.370419,22,1673.814254
-44.134841,22,1673.956017
-44.426389,24,1674.097704
-53.31728,26,1674.257439
-51.636589,24,1674.413849
-45.157757,22,1674.556947
-43.723575,22,1674.691718
-49.982603,26,1674.852433
-46.898926,23,1675.002485
-43.911948,22,1675.142096
-49.079931,24,1675.285318
-44.720079,22,1675.418314
-45.402491,22,1675.558165
-44.953122,23,1675.731533
-55.705899,28,1675.90636
-58.470315,30,1676.087975
-44.934551,22,1676.22663
-49.444457,25,1676.392542
-60.687393,34,1676.595031
-39.446205,20,1676.712394
-43.911923,22,1676.853987
-45.532402,22,1676.98899
-44.056329,22,1677.125061
-43.719853,22,1677.258412
-45.906009,22,1677.400362
-44.931776,22,1677.54642
-40.744912,20,1677.660492
-45.416276,22,1677.788908
-46.621331,23,1677.939715
-51.179085,27,1678.113225
-51.061913,26,1678.278505
-45.614157,22,1678.412565
-48.387972,25,1678.580739
-57.670043,30,1678.81693
-55.455384,27,1678.983579
-59.85419,26,1679.139997
-59.864832,35,1679.363826
-43.660888,21,1679.488903
-48.032125,23,1679.628407
-44.36464,23,1679.764669
-50.617209,25,1679.919608
-49.866074,25,1680.080272
-52.36034,25,1680.228814
-42.593303,21,1680.359234
-45.315168,22,1680.498171
-44.433957,24,1680.651008
-53.403366,27,1680.822352
-43.591402,22,1680.959958
-44.924373,23,1681.122171
-53.040294,27,1681.287593
-53.111751,27,1681.455832
-55.820754,26,1681.61474
-58.783584,34,1681.835518
-45.357577,22,1681.97075
-61.420141,30,1682.190658
-45.326137,22,1682.328228
-49.382683,26,1682.504123
-45.869645,23,1682.644361
-50.306184,24,1682.794082
-45.299933,22,1682.926625
-43.868546,22,1683.073967
-45.945922,25,1683.230107
-47.102543,22,1683.36814
-43.725111,22,1683.500853
-47.070301,25,1683.667571
-48.697885,25,1683.83117
-43.777272,21,1683.966803
-45.528937,22,1684.100472
-48.898149,25,1684.268798
-43.680094,22,1684.448409
-49.321652,26,1684.606367
-57.739245,29,1684.790708
-56.768065,32,1685.002763
-45.013775,21,1685.130417
-46.559988,23,1685.270884
-47.353623,23,1685.417079
-45.103487,22,1685.559128
-45.154277,22,1685.702151
-45.486137,22,1685.840018
-43.74983,22,1685.977735
-43.781822,21,1686.124094
-43.932867,22,1686.272004
-46.688299,23,1686.413398
-43.886399,22,1686.546649
-44.527151,24,1686.71551
-44.475003,22,1686.854132
-64.336429,33,1687.052993
-55.034335,28,1687.230731
-57.629436,29,1687.428536
-43.808407,22,1687.563854
-45.549928,25,1687.716587
-53.024022,27,1687.879265
-44.768216,22,1688.018984
-42.082741,22,1688.164445
-45.33763,22,1688.298709
-48.549559,25,1688.4544
-51.955641,26,1688.64359
-56.550548,28,1688.815524
-44.075454,23,1688.956441
-48.307419,27,1689.144485
-45.432282,23,1689.296224
-45.428152,22,1689.445418
-43.581862,23,1689.591097
-46.625463,23,1689.72872
-44.980612,24,1689.901854
-58.456322,34,1690.162808
-47.242471,24,1690.314689
-45.293468,23,1690.489912
-45.282937,22,1690.705838
-43.963873,22,1690.844373
-45.277246,22,1690.982935
-48.017165,23,1691.119514
-53.023428,27,1691.288239
-43.765018,22,1691.425281
-50.787255,26,1691.578554
-45.14463,23,1691.714252
-40.570255,21,1691.845515
-43.809169,22,1691.984857
-45.508219,22,1692.118141
-45.200072,22,1692.248072
-43.763434,22,1692.386016
-45.677323,22,1692.526677
-49.344743,27,1692.684881
-57.672944,31,1692.866679
-45.208679,22,1693.003425
-44.23631,24,1693.150314
-42.958788,23,1693.285714
-43.46834,22,1693.417383
-43.470766,22,1693.553761
-46.999217,23,1693.696905
-45.445754,22,1693.824678
-51.024946,25,1693.973983
-54.430598,29,1694.160181
-42.261066,21,1694.28361
-44.067806,22,1694.415315
-45.652029,22,1694.543663
-46.494147,26,1694.741464
-59.19802,33,1694.987812
-44.958314,22,1695.119103
-46.698106,23,1695.261533
-45.449934,22,1695.403734
-47.006427,23,1695.552958
-45.477115,23,1695.695089
-43.582501,22,1695.82919
-45.416123,22,1695.974627
-47.086559,23,1696.125456
-43.833315,22,1696.265377
-49.776257,26,1696.42151
-46.545785,23,1696.575479
-54.586479,27,1696.749292
-43.725012,22,1696.887725
-46.625043,23,1697.030411
-57.15276,30,1697.231531
-43.700391,21,1697.363424
-43.362928,22,1697.500214
-51.012191,25,1697.65049
-45.589352,22,1697.793021
-49.477669,26,1697.965399
-54.189796,28,1698.135805
-42.902944,22,1698.26664
-44.095364,22,1698.407738
-43.84906,22,1698.548955
-44.030829,22,1698.680144
-43.884253,22,1698.818041
-43.970033,21,1698.961009
-43.406599,22,1699.108825
-50.224344,26,1699.26488
-43.865986,22,1699.399688
-43.865869,22,1699.545939
-45.324829,22,1699.688489
-44.649897,23,1699.828168
-43.594955,22,1699.963415
-47.592514,22,1700.106472
-43.546546,22,1700.296769
-45.454877,22,1700.434866
-43.762322,22,1700.570267
-45.254295,22,1700.765975
-45.351714,22,1700.911602
-45.887371,23,1701.049309
-43.726244,22,1701.184262
-45.210728,22,1701.331554
-45.49956,22,1701.47861
-47.439622,23,1701.621487
-45.292684,22,1701.751752
-49.268743,25,1701.914992
-60.07406,34,1702.140782
-44.799717,22,1702.274494
-43.764998,22,1702.411022
-43.480385,22,1702.552369
-43.179413,22,1702.691688
-45.647131,22,1702.827908
-43.546673,22,1702.961242
-49.664725,26,1703.130233
-49.900119,26,1703.290401
-52.791302,28,1703.462755
-55.478949,27,1703.629135
-42.399411,21,1703.762128
-43.952271,22,1703.905556
-43.433924,22,1704.041021
-45.717605,22,1704.174565
-50.561324,27,1704.351322
-55.003012,27,1704.518497
-54.178039,28,1704.688634
-45.053454,22,1704.822065
-42.66564,21,1704.96028
-44.14405,22,1705.106404
-46.388572,23,1705.242858
-42.705218,21,1705.368589
-37.963664,21,1705.507076
-43.737075,22,1705.71067
-43.723047,22,1705.845526
-42.342,22,1705.977198
-49.334645,26,1706.15063
-57.260212,30,1706.339043
-45.577951,22,1706.474453
-46.152857,23,1706.611545
-47.544605,26,1706.81428
-54.244332,27,1706.979208
-53.839896,28,1707.157485
-44.910197,22,1707.295282
-45.533287,21,1707.431978
-45.291877,22,1707.577445
-45.001521,22,1707.708264
-45.12475,22,1707.844571
-47.149502,26,1708.016333
-54.702385,27,1708.181725
-45.17924,23,1708.31952
-46.627698,23,1708.457763
-45.090756,23,1708.603966
-43.336681,22,1708.741697
-42.549658,21,1708.872459
-49.261601,23,1709.012854
-44.873857,22,1709.152899
-46.627061,23,1709.299583
-43.61009,22,1709.435595
-47.97186,24,1709.578307
-43.196276,22,1709.718549
-43.798361,22,1709.861432
-48.409664,26,1710.019748
-49.672959,26,1710.173738
-45.031154,22,1710.313228
-53.421825,26,1710.479724
-54.326591,27,1710.664377
-41.844592,21,1710.790692
-46.319789,23,1710.938874
-43.538814,22,1711.138262
-43.682623,22,1711.273578
-43.755177,22,1711.414742
-52.475486,28,1711.599705
-55.241351,27,1711.766276
-43.554923,22,1711.90265
-44.009727,22,1712.049353
-42.675374,21,1712.187527
-39.430469,21,1712.320894
-37.988683,21,1712.448353
-40.934209,20,1712.569257
-44.601436,22,1712.704394
-45.402476,22,1712.854123
-42.402882,21,1712.981052
-43.545931,22,1713.142471
-44.063957,22,1713.291532
-45.457446,22,1713.434466
-45.120533,22,1713.56735
-43.646532,22,1713.696797
-43.028807,22,1713.83676
-50.082122,25,1714.000325
-43.526347,22,1714.141515
-47.137219,23,1714.278462
-45.860317,24,1714.435573
-45.805824,23,1714.58376
-48.783826,26,1714.74443
-46.310882,23,1714.889449
-45.698505,23,1715.052818
-49.305198,25,1715.205926
-53.748519,27,1715.370885
-43.662634,21,1715.498882
-43.89904,22,1715.644413
-48.099903,23,1715.802647
-45.761654,22,1715.938954
-48.2836,26,1716.099764
-44.746917,23,1716.254226
-45.429419,22,1716.472634
-45.398443,23,1716.603484
-45.933621,23,1716.746183
-41.96552,22,1716.895335
-47.244828,23,1717.05353
-45.621323,22,1717.189566
-43.806738,22,1717.312658
-48.375036,25,1717.479586
